param,Mean,Median,St.Dev.,95%CI_low,95%CI_upp
logLambda[15],-5.258730618076938,-5.301130411449061,0.15625859948381526,-5.448174591132501,-4.947101224225305
logLambda[16],-5.233727046309968,-5.302815439002515,0.18572400018463328,-5.413768038938932,-4.819199353148247
logLambda[17],-5.250908486469023,-5.333243663328506,0.16749304437578713,-5.395611843192104,-4.879258518582761
logLambda[18],-5.2650862826684115,-5.3077851299044205,0.1500672209668879,-5.398639368471861,-4.861238802652959
logLambda[19],-5.236871039929806,-5.31685560409414,0.1585338754209219,-5.377839048255575,-4.916143068148496
logLambda[20],-5.271893781946085,-5.337019430343475,0.13942679198514277,-5.390330236945386,-4.951795810910869
logLambda[21],-5.243218809868597,-5.316920432657493,0.16108730010001676,-5.387839243802277,-4.9104837486016075
logLambda[22],-5.273866001983,-5.367537871357239,0.17872894166728076,-5.42135767295578,-4.891665214369114
logLambda[23],-5.279335203560156,-5.330721430529778,0.15354013291204807,-5.423449893725916,-4.907962859045898
logLambda[24],-5.251932201366124,-5.309095983246699,0.16290781342980223,-5.391857735684661,-4.883833097885162
logLambda[25],-5.261256473836291,-5.338948017081412,0.17611763547432038,-5.407185064269651,-4.865241570035804
logLambda[26],-5.253959628445687,-5.331281132591437,0.14256635638255985,-5.383431067966613,-4.910654875859518
logLambda[27],-5.261168797804963,-5.328488475157238,0.161646977653516,-5.401771522280756,-4.8780704883534645
logLambda[28],-5.278632890365495,-5.352474709333668,0.16377428357699217,-5.453414002552423,-4.912601661751615
logLambda[29],-5.21557863064957,-5.279619650352448,0.1629913937627199,-5.383030322514243,-4.801411550628118
logLambda[30],-5.2536962836987025,-5.326369536903698,0.15144348585702547,-5.3813128630936635,-4.91093422746888
logLambda[31],-5.264997610821713,-5.335823592071371,0.15766796637808803,-5.419581468190196,-4.910600941849158
logLambda[32],-5.24273913189756,-5.3160116208426675,0.16440666384599703,-5.42746195604316,-4.852921093156795
logLambda[33],-5.236279178788649,-5.321636309483559,0.1815414055429457,-5.394859484849273,-4.845301839846585
logLambda[34],-5.2044747284845965,-5.282822167829325,0.16813344546137182,-5.365537907180453,-4.818218280892869
logLambda[35],-5.2608458910952285,-5.337114466245918,0.15474271689565522,-5.388585411022586,-4.944808947429274
logLambda[36],-5.238502755363943,-5.297785076696774,0.1629919820047329,-5.376626888745158,-4.889509708682196
logLambda[37],-5.252634922070339,-5.330187734481596,0.16779616187635796,-5.412349783596824,-4.8810822083675225
logLambda[38],-5.251029347644574,-5.311059735718236,0.16431557842041275,-5.416888683469295,-4.890410683087524
logLambda[39],-5.270142489382654,-5.328355983118561,0.1628473336521091,-5.418016017100233,-4.89887258219068
logLambda[40],-5.257784482162955,-5.322643515236447,0.14987689465770665,-5.3889866002352464,-4.93588171381637
logLambda[41],-5.260610940174314,-5.332115579546796,0.1691062390237999,-5.407141681675981,-4.8961990373459905
logLambda[42],-5.266480225355357,-5.3513436498916285,0.17315278890624494,-5.41747092930475,-4.889815898072043
logLambda[43],-5.2704558376191395,-5.331097898572732,0.1606850612425683,-5.424158643551153,-4.89901237619165
logLambda[44],-5.245836425852077,-5.308270213146461,0.14289137482110162,-5.3815687319396055,-4.93502692215228
logLambda[45],-5.258277224139869,-5.325035204209442,0.15644599691538785,-5.40017120882112,-4.925104843778825
logLambda[46],-5.230346531703197,-5.280168764896633,0.14941057769054453,-5.381790243906954,-4.922434241447358
logLambda[47],-5.255622120065637,-5.345821272034247,0.17419156895465135,-5.386430236602102,-4.861728392983559
logLambda[48],-5.284039477254809,-5.352969438464555,0.17138002928386134,-5.426905740894499,-4.91681877730024
logLambda[49],-5.277654403316264,-5.3533933874811686,0.15669598398732157,-5.4257726516450155,-4.925912202652051
logLambda[50],-5.267863685580406,-5.342203825767888,0.161696890660815,-5.401858742230075,-4.858096491916355
logLambda[51],-5.258784516232219,-5.3232209114228795,0.1625866127546012,-5.410876215400804,-4.896337504401926
logLambda[52],-5.280058243233061,-5.346604281509965,0.16267332413002883,-5.434140633814992,-4.935343800656419
logLambda[53],-5.235709728221444,-5.321894989325861,0.18567592540934075,-5.402600125846777,-4.844883232543915
logLambda[54],-5.253710761804464,-5.320042035687173,0.1545584665061958,-5.398155688863416,-4.882700318332889
logLambda[55],-5.253957199803738,-5.323407684725011,0.16110102731395765,-5.396173634171064,-4.877932947580316
logLambda[56],-5.263493402146884,-5.343727934310712,0.16853352456985227,-5.404631633969799,-4.886294145058607
logLambda[57],-5.255853330158752,-5.321480997864205,0.15508247785772467,-5.402354173912952,-4.909770632307244
logLambda[58],-5.261726978773203,-5.328064518228464,0.14428669258613538,-5.393441688155488,-4.948726350093512
logLambda[59],-5.278820830877533,-5.365407217612199,0.1601444692154587,-5.401813218350097,-4.930158561904488
logLambda[60],-5.271594695907947,-5.3675425539222505,0.17020113974124132,-5.408695863043929,-4.900697454052009
logLambda[61],-5.261050695631071,-5.344411236016638,0.16464936645526806,-5.408081895263894,-4.907553818401737
logLambda[62],-5.263492561864254,-5.349033783401046,0.16881530229017214,-5.406292591076943,-4.90640934254867
logLambda[63],-5.249679747263442,-5.3272318977347926,0.1567280474279624,-5.3809550428621105,-4.857357374670308
logLambda[64],-5.259547900637505,-5.325432053688118,0.17102250700166502,-5.447282006730036,-4.85318908536671
logLambda[65],-5.248517017514196,-5.320696522654558,0.16482521398421207,-5.4017257686151865,-4.877426538131223
logLambda[66],-5.247944789781473,-5.288816370174572,0.15459940047863172,-5.434103050321881,-4.9046945408030345
logLambda[67],-5.254788211071301,-5.311492315096489,0.1519415525065852,-5.378536783313837,-4.879255449187491
logLambda[68],-5.259606204762098,-5.335602997495668,0.17072188913569541,-5.410452758324327,-4.859804209319116
lpsi[1],1.4535359947421773,0.8423184049307397,1.2531681562937502,0.22027424132059392,3.6457869087334505
lpsi[2],-0.19960761692832174,-1.3078562559639813,2.2218757615045566,-2.183208663604972,3.6886544905484433
lpsi[3],1.2060183787742413,0.502551458611694,1.3765745693847753,-0.04353999646621908,3.6625109634516977
lpsi[4],0.08777468327499593,-0.9459376764404615,2.03754140300177,-1.7387952101304676,3.6671361962676388
lpsi[5],0.7561302726897797,-0.04786675345108718,1.6250733271453746,-0.591652000324727,3.6658546320350807
lpsi[6],-0.4970043521906933,-1.675513753850108,2.385056375562532,-2.8602251934456486,3.667627870178443
lpsi[7],-0.08615098445039912,-1.212520667525292,2.1443168300947795,-1.9492062979652434,3.663946789391123
lpsi[8],1.7373875862977888,1.2765815904271192,1.1001572495346341,0.6090115807847021,3.6765097647883764
lpsi[9],1.6198036541028493,1.0758507378837674,1.170713922272324,0.4356355340197351,3.6627365692915386
lpsi[10],0.40716667298679876,-0.5109218804634099,1.8418152820996083,-1.1384066711655092,3.6846945120895556
lpsi[11],1.839306081173791,1.3504599988621768,1.0478997515679644,0.8028864387439584,3.6772481589326107
lpsi[12],1.956434287305085,1.5903769679810567,0.9949331171718915,0.7205699629752016,3.6614096732190595
lpsi[13],0.6039474032176705,-0.21288748068656085,1.7248181025414728,-0.9673077780051816,3.653348134341054
lpsi[14],-0.04722722903893018,-1.1121149972988604,2.1159580640001,-1.8414736323720962,3.657756131030431
lpsi[15],0.040581476534567236,-1.0101626455988604,2.0638764495693276,-1.6838421416926384,3.668522918921696
lpsi[16],1.6645577990393161,1.1073431139144025,1.1478834620531717,0.5870345541708201,3.6673789490767357
lpsi[17],1.0799648030197146,0.3845199706566624,1.4579074041542457,-0.30108144442530504,3.6977754371862064
lpsi[18],-0.31756349921476623,-1.4968134857771536,2.312065000385055,-2.4378302610137337,3.628515065980194
lpsi[19],0.6604913605698514,-0.17924317774165444,1.7228124431869982,-0.9814509846953237,3.6717766830780842
lpsi[20],0.32923470563733787,-0.7116541263025997,1.952612988109854,-1.4005275630343867,3.6519183807584374
lpsi[21],0.6517980968944769,-0.1314729828904224,1.6569870685947994,-0.70931807823735,3.668741212818819
lpsi[22],1.7613562393297595,1.2612283741149866,1.0846334024923459,0.6645333995522135,3.6716012101547335
lpsi[23],0.6621112266929392,-0.2107107935512836,1.6855076021095259,-0.6938190452750864,3.6583673850483396
lpsi[24],-0.21148294446772256,-1.3459565766150448,2.191214551622037,-2.1616929025686447,3.6637256333243977
lpsi[25],1.5684613573898658,0.9325047348539375,1.2357503613948544,0.2920573390039112,3.686086889344693
lpsi[26],-0.9051900584924861,-2.1870278371723524,2.612131318873097,-3.304213625696307,3.688068032753329
lpsi[27],0.43084626081673943,-0.5255301691124908,1.8230887975734686,-1.1532674263396039,3.718043039315733
lpsi[28],0.14486532151459233,-0.867172639963578,2.010693241736375,-1.5432248507733244,3.6572822547384387
lpsi[29],0.8297844688670769,0.059437985415583726,1.638082712552209,-0.8068503874859998,3.6820780752737767
lpsi[30],0.6061578704173178,-0.34712048326999856,1.7564551338694507,-0.9436409371470422,3.654432689147852
lpsi[31],-0.018242957261370964,-1.3278935502155087,2.2123042408761897,-1.9100057329943547,3.663710503138281
lpsi[32],0.5770454581263194,-0.2617417316954053,1.7332214899218703,-1.0679657799631939,3.7104330128020946
lpsi[33],2.2969168435393716,2.032371010402424,0.7973547470926605,1.2942278274438737,3.6941798565108934
lpsi[34],2.6476995370772767,2.500091052340903,0.6687310468099091,1.5470571557896637,3.681195629367592
lpsi[35],0.6219987499455204,-0.26157357554305294,1.7133382785011297,-0.8276111579111197,3.675312200078962
lpsi[36],0.6534157878627611,-0.12948085535919882,1.6623975230852017,-0.7715329778443296,3.6650744161171285
lpsi[37],0.8361221088797272,-0.04135355206459098,1.6076273055966004,-0.5364132744759734,3.6544735988442305
lpsi[38],0.3383408763596245,-0.6485630411297383,1.883660191485016,-1.2350175698684671,3.67332309357492
lpsi[39],0.0512661762372503,-0.9744457825591346,2.048648770485449,-1.6168527795982615,3.6587044250859613
lpsi[40],-0.005776921672107915,-1.0151303583212945,2.0394270313992724,-1.7933543766316433,3.667033111942706
lpsi[41],0.44840698378322014,-0.5763710643539272,1.8492949111352968,-1.115731551302726,3.678071084676098
lpsi[42],0.142031358497868,-0.9624635390545896,2.0811639957519725,-1.6628893954189856,3.63912378472226
lpsi[43],0.009253421688345228,-1.1134738360825067,2.0860375191771605,-1.7828432945207395,3.647762433131563
lpsi[44],0.21207875744119484,-0.9184652474085246,2.0594713025278164,-1.7330881568396372,3.6788882755930765
lpsi[45],-0.49273377156655956,-1.7883805424393353,2.3702662737032516,-2.604377419650734,3.674142297673295
lpsi[46],-0.2687689334485253,-1.3889335582429339,2.2281085686049917,-2.2488932676361437,3.6651535934373087
lpsi[47],1.7684552470793253,1.267726091537038,1.0815742911925774,0.6905212066305874,3.6934517065405563
lpsi[48],0.7703224974635283,-0.10690642770634037,1.6485671102882011,-0.5575487431234792,3.661905954328008
lpsi[49],0.26740833996523433,-0.7502432036471737,1.9813214111156998,-1.557523384040576,3.6484101901713997
lpsi[50],0.019758412680910876,-1.109874524465674,2.0899508814689165,-1.743001536723149,3.6435639902416983
lpsi[51],0.22304352670640454,-0.9050375577811446,2.024186259026506,-1.5317610237927564,3.6466848949665946
lpsi[52],0.5834007921328245,-0.33536891074768194,1.7518071061198606,-0.9861580302255623,3.670142771588296
lpsi[53],2.3306534745429666,2.0899837475455367,0.8216054771564177,1.2550322132622822,3.6849431580676577
lpsi[54],-0.09798893434538564,-1.2423178678644757,2.1696627241619986,-2.19377051209814,3.6505089799908026
lpsi[55],0.8200795728067677,-0.03681523287217409,1.6194334958827667,-0.5526868969354467,3.650063679648778
lpsi[56],0.23783520390840038,-0.7632736465710508,1.9281386231442283,-1.3812409733739472,3.6451939781025104
lpsi[57],-0.150935128728378,-1.2570611314409854,2.178171587912405,-2.0728836869754512,3.6829248642804138
lpsi[58],-0.3795693366976764,-1.6514612382805498,2.359059723000883,-2.4221254200668807,3.6688294243918733
lpsi[59],0.9777346470006785,0.24670205168818315,1.5035749015761213,-0.327259552556933,3.685154309332225
lpsi[60],0.6918418189545328,-0.13076132084486186,1.6783228284537883,-0.7675781277678306,3.6635407570929743
lpsi[61],0.48517317485782147,-0.4797110709837026,1.790993985916878,-0.9937075903699831,3.679091482763037
lpsi[62],0.8934091187323611,0.09358030737682681,1.5804248409064197,-0.4977283603794637,3.683136868514895
lpsi[63],-0.6049159984744032,-1.8634134909597702,2.4751740740334025,-2.874820993871924,3.677432899058853
lpsi[64],0.08820037409707597,-1.0495292911782288,2.09636503037508,-1.8845510834615407,3.652792839255271
lpsi[65],0.3041089270616964,-0.6476533029022846,1.894914154038295,-1.327682290769749,3.6548267419638205
lpsi[66],0.775248053413485,0.02076444789053806,1.617725583423095,-0.6692458717870005,3.6790061809408923
lpsi[67],0.5243658312326749,-0.37469620289236827,1.77961732257594,-1.2606020100543656,3.6445625130031827
lpsi[68],0.18251523138525205,-0.8881824561759873,2.0077451595291085,-1.6288092952867446,3.640875770103209
mu.beta1,0.10522907510962257,0.060378776199920145,0.19369230271751112,-0.19938732057342584,0.42574624591532534
mu.beta2,0.26656538632247573,0.20391527281871868,0.17751955503348454,0.0731176408103546,0.6882403788909314
mu.beta3,0.010464052957774535,0.030279495520631975,0.12635530437285522,-0.3740080574389539,0.16630144582937548
mu.beta4,0.13838092103860597,0.0179297998578823,0.30615284230225914,-0.18208807039492236,1.0083272148848204
mu.logLambda,-5.010886447866726,-5.174117668097847,0.388982620000956,-5.336391492081454,-4.500185494236886
mu.lpsi,0.5801308126842284,-0.40819278915106993,1.7870177193780696,-0.794033105239836,3.675720792428242
mu.psi,0.5394994259655459,0.39934553547253243,0.26458840784246995,0.3113085189369399,0.9752946736450578
p.sp[1],0.967954944325112,0.9615533038571535,0.013539126157669104,0.9534082321120532,0.9948892988683835
p.sp[2],0.9723880881933988,0.9687548109406166,0.011431113505652148,0.9570663654742702,0.9949277416844975
p.sp[3],0.9711307424467098,0.9684378593199939,0.011908256403300902,0.9542877843587976,0.9931976590150424
p.sp[4],0.9720799028677302,0.9669671943210818,0.012044651798837928,0.9566149270043885,0.9951190072902661
p.sp[5],0.9699191152499492,0.9656972036814582,0.012583707603312727,0.9562337012048387,0.9953544651287817
p.sp[6],0.97087181332556,0.9657748401770894,0.011770500877987566,0.9586089168837326,0.9942129820642321
p.sp[7],0.9696023212473018,0.9664809168555892,0.011827635452329866,0.9565289530558777,0.9946627939041484
p.sp[8],0.9677916397447072,0.9639248666604389,0.013749718219970985,0.9488990024131709,0.9935952150854923
p.sp[9],0.9707917712753956,0.9676821307918149,0.012262032339737695,0.956287704775415,0.9951035561626371
p.sp[10],0.9715652955724575,0.9669181442235765,0.011797503928386877,0.9575738976027872,0.9947902623815125
p.sp[11],0.9697648441837744,0.9626231636522525,0.013323667056202115,0.9548176903175125,0.9957820271772544
p.sp[12],0.9712170851672477,0.9673178292916716,0.012553507350833295,0.9524750739168263,0.9948813275510323
p.sp[13],0.9688698628029107,0.9626776941933334,0.013104471814889114,0.9529433603675719,0.99430701367015
p.sp[14],0.9700791101948877,0.9654375254874168,0.011940263790883063,0.9555928950934892,0.9932972769250741
p.sp[15],0.9709985607887898,0.9695042569733966,0.012191507172110495,0.9508514559779355,0.9930761295549347
p.sp[16],0.9724627130047571,0.9693245341089638,0.012593377131513088,0.9557710541633839,0.9964869612002699
p.sp[17],0.9714321054719577,0.9659480480837581,0.012023070731722511,0.9582272362461038,0.9951163110526448
p.sp[18],0.9706307818369629,0.9687900773729795,0.01134730543074353,0.9578241311692474,0.995566748366039
p.sp[19],0.9730321079379607,0.9677975868048591,0.011644491437755524,0.9605393929050335,0.99407832671359
p.sp[20],0.9702542405621727,0.9655088881073746,0.011032554243368162,0.9589235209843121,0.9929129770204446
p.sp[21],0.9723840210119458,0.9677904137179377,0.011588784838670511,0.9592490374466291,0.9942478799874621
p.sp[22],0.9686857513737184,0.9618383094228542,0.013653903983409493,0.9547158445166438,0.9947851016452228
p.sp[23],0.9690206860888824,0.9662374685639278,0.012345766862908376,0.9544219867488252,0.9943226216231276
p.sp[24],0.9715215800292325,0.9686464710532,0.01158439884019304,0.9587143357017799,0.9949962355889913
p.sp[25],0.9701053581699837,0.9652870678498626,0.012852782721504075,0.9566726726702909,0.995469739469521
p.sp[26],0.9719337378873153,0.9661728012848001,0.010829897738482726,0.9598216702505113,0.9942431411588081
p.sp[27],0.970624739143408,0.9664921530386352,0.011972115206639652,0.95740461881613,0.9951471091203047
p.sp[28],0.9687503959666993,0.9636835326503574,0.012851708902885535,0.9500715088031597,0.9941851063250645
p.sp[29],0.9749099234182934,0.9717329268810451,0.010679084863697976,0.9598734036944442,0.9968257915269085
p.sp[30],0.9716856222101594,0.966732746159466,0.011287346282991323,0.9600945958523576,0.9942348423326735
p.sp[31],0.9703825333188563,0.9656502134643818,0.011801802099292583,0.95496430836459,0.9942447422915188
p.sp[32],0.9723536030585869,0.967890773128542,0.011569717326914997,0.9538548530678362,0.9957615798970576
p.sp[33],0.9723350819910338,0.9672633902635366,0.012582170271093268,0.9583269562057702,0.9959363355438261
p.sp[34],0.9757097849642788,0.9714079125360241,0.010796225656257919,0.962087007453231,0.9965063941793707
p.sp[35],0.970896519947498,0.9655001979054375,0.011469983322570007,0.9591515473866755,0.993154696050742
p.sp[36],0.9727937401191722,0.969858837315485,0.011274357249536196,0.9606936547935354,0.9948439151996222
p.sp[37],0.9712782584437657,0.9662980888710142,0.011924290491848856,0.9559661751332155,0.9950680589351129
p.sp[38],0.9715150977450967,0.9684343144524816,0.01217585562325201,0.9553392235473421,0.9948193975776921
p.sp[39],0.9696353914488738,0.9665069597453801,0.012820744575376039,0.9551824895797678,0.9945844863946824
p.sp[40],0.9713489675671714,0.967152699559772,0.01116553602666418,0.9590995293979533,0.9934537585373412
p.sp[41],0.9704090216733176,0.9660777107478005,0.01251177435409814,0.9566785725705135,0.9946596216710832
p.sp[42],0.9696587992496197,0.9638197830180315,0.013029843834557638,0.9552583377276126,0.9948355936370767
p.sp[43],0.9697052413575864,0.9661943808467349,0.012466688749374363,0.9543217774410164,0.9945805383150733
p.sp[44],0.9727383594261713,0.9687375047205663,0.010294879177676365,0.9600616956629593,0.993479418195684
p.sp[45],0.9710782444779594,0.9668835698817256,0.011690495152618535,0.9576194357096116,0.993801050319443
p.sp[46],0.9739659273976256,0.9716775360246307,0.010558590485640583,0.9600330998383879,0.9938847475417695
p.sp[47],0.9707664783417622,0.964478659156097,0.012246799231107745,0.9594321125890461,0.9955549746429849
p.sp[48],0.9678917154121064,0.9636241722974666,0.013631614530697406,0.9539337853635472,0.9940577747032572
p.sp[49],0.969093268218067,0.9635730426906133,0.012389287747085222,0.9540942421451155,0.9937755671903657
p.sp[50],0.9699543093345735,0.9649057914005894,0.0121028428427582,0.9573929482848453,0.9956417110228761
p.sp[51],0.97081740580463,0.9670878670538416,0.012228656396242491,0.9561651295559933,0.9946557513093377
p.sp[52],0.9686080747411758,0.9643858145524008,0.013143760820639335,0.952900324658581,0.9934715941977975
p.sp[53],0.9722344228187496,0.9672364891222975,0.012847049112186159,0.957288613315375,0.9959456922988769
p.sp[54],0.971598969717761,0.9674436759356593,0.011414875125895525,0.9578888625841289,0.9950261579246553
p.sp[55],0.9713551129286977,0.9670668785715308,0.011749623325267498,0.958152670600952,0.9951506644645945
p.sp[56],0.9701462712391304,0.9647263027179801,0.012541354939316551,0.9570149985565699,0.9949306528690717
p.sp[57],0.9713783788424247,0.9672829391164924,0.011412317370371418,0.9573260801573658,0.9942693463239204
p.sp[58],0.9711436976280569,0.9665400621310416,0.0108334419752792,0.9585144291998491,0.9930199941349009
p.sp[59],0.9688399476874435,0.9621030613047535,0.012682192422394312,0.957399068237188,0.9936401486011563
p.sp[60],0.9692547124169509,0.9618377265061964,0.01292192109031434,0.9564668670069183,0.9945327190076966
p.sp[61],0.970518501799636,0.9646456242217594,0.012283866687980163,0.956550581309603,0.99433462050135
p.sp[62],0.9701444670133446,0.9640964345106802,0.012353499428739836,0.9567939360981228,0.9943680841192547
p.sp[63],0.9719236675422555,0.9666350132048118,0.011284506696668258,0.9601405209402303,0.9956591922117701
p.sp[64],0.9704447060802528,0.9668377805778943,0.012810958870710166,0.9509835111961684,0.9957567099934871
p.sp[65],0.9717766742943778,0.9673705806038937,0.011715732624245996,0.9574108249006117,0.9951637366039966
p.sp[66],0.9721181271065761,0.9707949009344802,0.011821744119434149,0.9529057331859181,0.994417924943588
p.sp[67],0.9715881229854395,0.9683867617352111,0.011099540673676443,0.9604503458502074,0.9951163908265629
p.sp[68],0.9704154688107046,0.9656757513289933,0.013012557889777659,0.9562267013820972,0.9956011012723356
sd.beta1,0.6322823652607219,0.7669377060675107,0.33765431317243694,0.09214317911834416,1.0867355136627495
sd.beta2,0.4810426928663272,0.3560069869094719,0.32108207460024546,0.18957177292844826,1.2665740745725211
sd.beta3,0.5417357326831893,0.43251798495120747,0.3178495230150612,0.15700251689729855,1.3285324845547661
sd.beta4,0.9009803455511552,0.5657121593802081,0.6508935622043013,0.4126561921428995,2.2580977981374915
sd.logLambda,0.26879603910587957,0.18060697098873454,0.2981197939388042,0.03895586032838551,1.3547708953373252
sd.lpsi,0.8277312740612394,1.0569968129081262,0.457895658461941,0.023323998297266803,1.2826106015862597
